subject,body,label
,"syntax marcus maia . the comprehension of object anaphora in brazilian portuguese . usc . 1994 . distributed by gsil publications , usc . this thesis examines the comprehension of the empty category and the third person lexical pronoun in object position in brazilian portuguese ( bp ) . experimental results show that the processing of bp overt and nonovert objects is consistent with the leading idea underlying the overt pronoun constraint ( opc ) proposed by montalbetti ( 84 ) . experiment 1 compares the processing of overt pronouns and empty categories in object position in bp in structures in which these anaphors are a - bound by a subject and in structures in which they are a - bar-bound by a topic . results from 48 bp speakers indicate reactivation of the antecedents only by topic-bound gaps and by subject-bound overt pronouns in experiment 2 , the difference between the coreferential vs . bound readings in bp is further investigated by comparing the possibility of the strict and sloppy readings for the overt pronoun and the gap in object position . based on these experimental results , we argue for the classification of the bp null object as an instance of a null epithet , an empty r - expression with pronominal properties . the experiments are also informative with relation to several theoretical psycholinguistic issues . for more information , please contact gsil publications gsil @ scf . usc . edu south asian langs pan-asiatic linguistics : proceedings of the third international symposium on language and linguistics . chulalongkorn university , bangkok , thailand . 8-10 january 1992 . 1482 pp . ( 3 vol . ) . us $ 53 . 00 ( cloth ) including postage by airmail . the set contains 118 papers presented at the symposium . the papers deal with languages spoken in every part of asia with emphasis on southeast asian languages . areas covered are phonetics , phonology , morphology , syntax , diachronic studies , sociolinguistics , language contact , typology , neurolinguistics , psycholinguistics , and natural language processing . available from wholesale department , university bookstore , chulalongkorn university , phyathai road , bangkok 10330 , thailand . ( bank draft or international money order only . )
",0
comparative method,"in response to poser , nichols does on p . 6 of her book claim that there is no way for the comparative method to distinguish between nostratic and "" a much larger grouping of most lineages of the old world and new world "" , that is , as she herself says , between hypothetical groupings of around c . 12000 and c . 40000 years ago , and she does say that this "" because the cut-off point is so shallow "" , the cut-off point being the ceiling of 6000-10000 years which she imposes ( wihout any basis , as noted in my earlier messages ) on the comparative method . since this amounts to a rejection of the nostratic hypothesis ( not as false perhaps but as unverifiable / unfalsifiable , i guess ) , this means that i am right and poser is wrong about whether there have been people who have rejected particular theories of linguistic relationship on the basis of this mythical ceiling idea . in response to teeter : i think ( and i hope karl will endorse this ) that our disagreements are really quite minor , but they are real as far as they go . for example , while karl is obviously 100 % right about meillet 's position in the scientia article ( where meillet says that lexical comparisons can never prove a relationship , and only morphological ones can ) , in his 1925 book meillet repeatedly states that you can establish a linguistic relationship purely on the basis of lexical correspondences , makes the same point that i have been making over and over again here on linguist that for some language families this is the only way of showing relationship since they lack morphology , and even makes the same point that i did about how certain things can only be done once you have established , at least tentatively , that the languages you are dealing with are related . as a matter of fact , he even shows how you could demonstrate the relatedness of the romance languages purely on the basis of a lexical comparison , using the numerals 1-10 , and then shows how you could do that for the older indo - european languages too ( although there he begins to slip in a little morphology ) . i would also like to add that i think it is a serious mistake to pretend that there are no models for comparative linguistics besides indo - european , because it is so utterly atypical of the language families of the world . there are plenty of equally well established families , several of which are older in the only sense that matters , that is , not in years before the present but in years before the earliest written records and many of which are more useful models for those working on families not yet established ( afroasiatic , austronesian , austroasiatic , uto - aztecan , altaic , etc . ) . which is not to say that there is anything wrong with knowing as much as possible about ie , but rather that there is much wrong with knowing naught but indo - european . i am not sure but i think that this is what eric hamp had in mind in a recent paper in the davis / iverson volume when he complained about how the teaching of historical linguistics is hampered by textbooks which largely draw their material from ie ( or indeed from some favored parts of it , such as romance ) . and i am happy to have sally thomason point out that morphological elements can be borrowed . meillet we must remember was greatly troubled by the possibility of such a thing and of the existence of mixed languages . he tried to debunk every examples around , and thought ( wrongly i think ) that if such languages exist , then they cannot be handled by the comparative method . the fact that such languages do exist ( e . g . , mitchif ) and yet pose no problem ( so that we have no trouble tracing certain parts of mitchif to french and others to cree ) means that meillet was worried for naught . but it also means that language classification on the basis of morphology is no more infallibible than that on the basis oif lexical material . you work with what you have available , which in some cases may be largely morphology and only a few obvious lexical parallels ( that 's how afro - asiatic was first established ) , morphology and lexicon ( indo - european ) , lexicon and a single morphological parallel ( algic , as victor golla reminded me just the other day ) , lexicon only ( vietnames and the rest of mon - khmer ) , and so on and so forth .
",0
emnlp3 conference program and registration,"- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - call for participation - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - third conference on empirical methods in natural language processing ( emnlp - 3 ) sponsored by acl sigdat tuesday , june 2 , 1998 granada , spain following the first international language resources and evaluation conference ( lrec ) - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - conference program 9 : 00-11 : 00 session 1 dynamic coreference - based summarization breck baldwin and thomas s . morton multilingual robust anaphora resolution ruslan mitkov and lamia belguith aligning clauses in parallel texts sotiris boutsis and stelios piperidis automatic insertion of accents in french text michel simard 11 : 00-11 : 30 coffee break 11 : 30 - 1 : 00 session 2 valence induction with a head - lexicalized pcfg glenn carroll and mats rooth metrics for corpus similarity and homogeneity adam kilgarriff and tony rose word - sense distinguishability and inter - coder agreement rebecca bruce and janyce wiebe 1 : 00 - 2 : 45 lunch 2 : 45 - 3 : 30 invited speaker statistical translation : where it went kevin knight , usc information sciences institute 3 : 30 - 4 : 30 session 3 category levels in hierarchical text categorization stephen d ' alessio , keitha murray , robert schiaffino , and aaron kershenbaum an empirical approach to text categorization based on term weight learning fumiyo fukumoto and yoshimi suzuki 4 : 30 - 5 : 00 coffee break 5 : 00 - 6 : 30 session 4 an empirical evaluation on statistical parsing of japanese sentences using lexical association statistics shirai kiyoaki , inui kentaro , tokunaga takenobu and tanaka hozumi japanese dependency structure analysis based on lexicalized statistics fujio masakazu and matsumoto yuji a natural criterion for maximum entropy / minimum divergence feature selection adam berger and harry printz - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - registration information registration forms are also available at http : / / www . cs . vassar . edu / ~ ide / emnlp3 . html registration fees : registration before may 13 : 8 , 500 pesetas ( $ 55 usd ) on - site registration : 11 , 000 pesetas ( $ 70 usd ) registration fees include one copy of the proceedings , coffee breaks and refreshments . methods of payment : * check in us dollars made payable to "" acl "" on a us bank ( address below ) * cash ( for on-site registrations only ) . * visa / mastercard - in us dollars . credit card payments using the form below may be faxed , sent by regular mail or emailed . note , however , that we cannot guarantee the security of credit card numbers in transit via email . payments may be sent to : email : emnlp3 @ cs . jhu . edu fax : + 1 410-516 - 6134 regular mail : emnlp3 c / o david yarowsky - sigdat department of computer science johns hopkins university 3400 n . charles street baltimore , md 21218-2694 usa - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - registration form last name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ first name : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ affiliation : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state / province : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ country : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ postal / zip code : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ phone : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ e - mail : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ web : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ if paying by credit card : please debit my visa / mastercard account : amount : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ card no : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ valid from : _ _ _ / _ _ _ to _ _ _ / _ _ _ cardholder 's name ( as printed on your card ) : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ signature as on card : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ credit card charges will be processed in us dollars . * pre - registrations cannot be accepted after may 13 , 1998 . any registration after this date must be made on site . * when submitting registrations , keep in mind the possibility of postal delays . e - mail registration avoids these delays . * registration fees are not refundable . * all registrants will receive a confirmation by e-mail . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - program chairs nancy ide ( chair ) department of computer science vassar college 124 raymond avenue poughkeepsie , new york 12604-0520 usa tel : ( + 1 914 ) 437 5988 fax : ( + 1 914 ) 437 7498 e - mail : ide @ cs . vassar . edu atro voutilainen ( co-chair ) research unit for multilingual language technology department of general linguistics p . o . box 4 ( keskuskatu 8 , 7th floor ) fin-00014 university of helsinki finland tel : ( + 358 9 ) 191 23 507 fax : ( + 358 9 ) 191 23 598 e - mail : atro . voutilainen @ ling . helsinki . fi program committee : steven abney , at&t laboratories - research , usa susan armstrong , issco , geneva , switzerland pascale fung , hong kong univ . of science and technology , hong kong gregory grefenstette , xerox research centre europe , france eduard hovy , usc / isi , usa dan jurafsky , university of colorado , boulder , usa kimmo koskenniemi , university of helsinki , finland hwee tou ng , dso national laboratories , singapore kemal oflazer , bilkent university , turkey peter schauble , eth zurich , switzerland keh yih su , national tsing - hua university , taiwan dan tufis , romanian academy of sciences , romania evelyne viegas , new mexico state university , usa further information : email : emnlp3 @ cs . vassar . edu web : http : / / www . cs . vassar . edu / ~ ide / emnlp3 . html http : / / www . cs . jhu . edu / ~ yarowsky / sigdat . html
",0
preliminary announcement of jakobson conference in bulgarian,"> date : tues , 01 aug 95 13 : 59 : 56 > from : < crudin @ wscgate . wsc . edu > > subject : conference in bulgaria > a slavic linguistics conference in honor of the 100th > anniversary of jakobson 's birth is being organized for next > may , near the end of the month , in bulgaria . > > an official call for papers will be forthcoming eventually > - - in the meantime , all interested slavists are encouraged > to contact iskra likomanova ( iskra @ bgearn . bitnet ) for > further information and a personal invitation . > > ( she was n't specific , but i take it this is under the > auspices of the bulgarsko slavistichno druzhestvo and / or > universitet kliment ohridski in sofia . ) > > thanks , catherine ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ george fowler gfowler @ indiana . edu [ email ] dept . of slavic languages * * 1-317 - 726-1482 [ home ] * * [ try here first ! ] ballantine 502 1-812 - 855-2624 / - 2608 / - 9906 [ dept . ] indiana university 1-812 - 855-2829 [ office ] bloomington , in 47405 usa 1-812 - 855-2107 [ dept . fax ] ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~",0
anglicization of composers ' names,"judging from the return post , i must have sounded like some kind of self-proclaimed expert on composers ' names . let me hasten to say that i ' m not . all the pronunciations i put in that little list came as surprises to me . in all cases but one , they were given to me by native speakers of the composers ' language , while i was visiting the composers ' native country . i do n't speak any of those languages and certainly do not claim any expertise . i ' ve just been trusting "" competent native speakers "" . the one exception , by the way , was when karl haas , on one of his daily "" adventures in good music "" broadcasts , asserted that pachelbel should be pronounced pach - el - bel . based on karl 's provenance i was inclined to trust him . but perhaps i ' ve gone overboard taking natives ' pronunciations as gospel . after all , we americans certainly manage to mangle enough of our own words , do n't we ? sorry for any consternation i may have caused . i ' ve certainly gotten an education from this . cheers , gordon brown
",0
,"functional & systemic ling verhoeven , ludo . functional literacy . theoretical issues and educational implications . john benjamins 1994 viii , 493 pp . linguistics cloth : us : 1 55619 316 5 / eur : 90 272 1791 2 us $ 85 . 00 / hfl . 150 , - - paper : us : 1 55619 317 3 / eur : 90 272 1792 0 us $ 29 . 95 / hfl . 60 , - - the volume has four parts : i . the construct of functional literacy , ii . literacy and development , iii . attaining literacy in developing countries , and iv . attaining literacy in industrial societies . contributions were originally presented at an international conference in tilburg , october 1991 , and are by : l . verhoeven , h . j . graff , c . blanche - benveniste , l . noordman & w . vonk , b . street , k . levine , d . r . olson , p . bertelson & b . de gelder , p . leseman , d . barton , e . ferreiro , n . hornberger , m . van der westen , c . j . daswani , j . yambi , f . coulmas , c . doets , c . pontecorvo , a . van der leij , d . bouwhuis & h . bunt , w . loxley , l . dubbeldam , j . hammond & p . freebody , j . ooijens , d . wagner . the prague school of structural and functional linguistics philip luelsdorff ( ed . ) ( university of regensburg ) the importance of the prague school for the rise of structuralism and for integration of the theoretical linguistics of today can hardly be overestimated . the volume brings together 13 papers showing the main results of the research of the prague school and of its continuation in the domains of phonemics and written language , morphemics and word formation , lexicon , syntax and semantics , text structures , stylistics and typology . the authors all actively contributed to the domain they are treating here . linguistic and literary studies in eastern europe , 41 ca . vi , 384 pp . + index hb 1-55619 - 266 - 5 $ 175 . 00 luelsdorff , philip a . , jarmila paneuova & peter sgall ( eds . ) . praguiana 1945-1990 . john benjamins 1994 x , 240 pp . + index eastern european ling . cloth us : 1 55619 265 7 / eur : 90 272 1549 9 us $ 75 . 00 / hfl . 135 , - - the aim of this volume is to witness how the activities of the prague school have continued to bring important new insights and discussions between the 1940s and the present time . contributions are included which have escaped attention on an international scale because they were published in czech ; several papers have been written especially for this volume . the contributions cover various domains : syntax , morphology , sociolinguistics , graphemics , the language system , the lexicon , and contrastive linguistics . contributions by : e . pauliny , m . dokulil and f dane , r . trost , v . skalicka , j . ruzicka , f . miko , o . leska , j . vachek , j . horeck } , v . blanar , p . sgall , v . barnet , v . barnetova .
",0
new books : multimedia language courses,"these exciting , easy-to - use multimedia language courses ( chinese , french , portuguese and spanish ) offer 20 interactive lessons covering a range of everyday travel , business , and leisure situations . developed from the highly successful print and audio series , these courses feature sound , academically-proven principles for acquiring the skills to speak the language with comfort and ease . features : - - wide range of exercise types for interactive learning , lots of material per unit : word order , matching , multiple choice , drag and fill , listening comprehension , record and play back ( so you can perfect your accent ) , roleplay , translation , and writing - - flexible : go at your own pace , clicking on words or phrases to listen to them again , using the sound controls , taking time to record and listen to yourself . reset the screen ( write , fill in blank and matching screens ) to clear your answers and start again - - variety of ways to listen to audio material : use sound controls to play entire recording , stopping or pausing wherever you choose , or simply click on all words and phrases in blue - - easy navigation : with buttons , menus and onscreen instructions . also a history feature ( back button ) to return to previous screen accessed - - each lesson is a self contained unit , with easy-to - follow color-coded exercise types ( pronunciation , exercises and situations ) . if the user prefers , s / he can use the list screens feature on the resources menu which lists all screen types and enables user to practise a particular exercise type - - extensive support material : user guide with annotated screen graphics , online help , tutorial ( from help menu ) , introduction to and instructions for every screen , language point ( grammar ) index for each lesson , comprehensive vocabulary list with translation ( can hide translation to test your knowledge ) , keyword search facility , irregular verb list ( all from resources menu ) - - fully searchable grammatical support ( language points ) accessible at any time : from all exercise screens , toolbar or menu - - character , radical , tones and strokes ( chinese only ) - - talking dictionary ( chinese only ) - - dialogues with translation ( chinese has characters , pinyin and english ) * * * note : for pc platforms kan qian , colloquial chinese cd-rom a multimedia language course routledge : 1998 cr : 0 415 14291 1 : # d2498 : $ 75 . 00 alan moys , colloquial french cd-rom a multimedia language course routledge : 1998 cr : 0 415 14290 3 : # d2501 : $ 75 . 00 barbara mcintyre and joao sampaio , colloquial portuguese cd-rom a multimedia language course routledge : 1998 cr : 0 415 14289 x : # d2499 : $ 75 . 00 untza oatala alday , colloquial spanish cd-rom a multimedia language course routledge : 1998 cr : 0 415 14195 8 : # d2502 : $ 75 . 00
",0
cliticization,"call for papers : cliticization a conference on cliticization will be held at bordeaux ( france ) from the 24 to the 26th of september 1998 . the conference should focus on "" special clitics "" . communications bearing on diachronic as well as synchronic problems are welcome . i if you want to submit a paper , please send a ( provisory ) title and a short summary before the 15th of april 98 . informations and summaries : muller @ montaigne . u-bordeaux . fr or fax : + 33 556 84 52 93 postal address : claude muller universite de bordeaux-3 sciences du langage f-33405 talence cedex ( france ) . claude muller universite de bordeaux-3 ufr lettres domaine universitaire f-33405 talence fax : + ( 33 ) 556845293 e-mail : muller @ montaigne . u-bordeaux . fr
",0
,"lang planning davis , kathryn anne language planning in multilingual contexts . policies , communities and schools in luxembourg john benjamins 1994 xix , 220 pp . ling theory cloth us : 1 55619 539 7 / eur : 90 272 4111 2 us $ 45 . 00 / hfl . 80 , - - this volume examines the sociocultural factors that influence language choices and uses in the multilingual country of luxembourg . patterns of language use within and across communities are viewed in terms of interrelationships among language policy intent , implementation and experience . also studied is the difference between reality and expectation for both individual and government goals . a history of past language policies and practices sets the background for recent policy formation and current language uses and values . xvi , 220 pp . 1-55619 - 539 - 7 $ 45 . 00 hb studies in bilingualism , 8 pb 1-55619 - 636 - 9 $ 37 . 95 paulston , christina bratt linguistic minorities in multilingual settings . implications for language policies john benjamins 1994 xi , 139 pp . lang planning cloth : us : 1 55619 347 5 / eur : 90 272 4104 x us $ 39 . 00 / hfl . 75 , - - paper : us : 1 55619 540 0 / eur : 90 272 4112 0 us $ 19 . 95 / hfl . 40 , - - paulston presents an analytical framework for explaining and predicting the language behavior of social groups as such behavior relates to linguistic policies for minority groups . she argues that there are a number of factors to be considered in the understanding and establishment of language policies for such groups . 1 . the social context of language problems ; 2 . the linguistic consequences for social groups in contact will vary depending on the focus of social mobilization , i . e . ethnicity or nationalism ; and 3 . identifying the salient factors which contribute to language maintenance and shift , i . e . what are the conditions . the book is a vital help to educational policies and successful language planning in general . pidgins & creoles kihm , alain . kriyol syntax . the portuguese-based creole language of guinea-bissau . john benjamins 1994 xii , 310 pp . pidgins & creoles cloth : us : 1 55619 168 5 / eur : 90 272 5235 1 us $ 70 . 00 / hfl . 135 , - - this book describes the portuguese - based creole which is widely spoken as a first language in guinea - bissau . the study focuses on one variety , ' central kriyol ' , and aims to present a complete description of the grammar of the language . the theoretical framework for the syntactic analysis is purposely eclectic but relies primarily on generalized phrase structure grammar . lang acquisition lakshmanan , usha . universal grammar in child second language acquisition . null subjects and morphological uniformity . john benjamins 1994 x , 166 pp . language acquisition cloth : us : 1-55619 247 9 / eur : 90 272 xxx x us $ 35 . 00 / hfl . xx , - - this book examines child second language acquisition within the principles and parameters framework of linguistic theory . its focus is the null subject phenomenon , a property that has received considerable attention within linguistic theory and linguistic acquisition . it takes a current theory of null subjects , namely the morphological uniformity principle , and investigates the extent to which its predictions are supported in the context of child second language grammar . the book demonstrates the value of child second language acquisition data in evaluating specific proposals within linguistic theory for a universal principle and thus contributes to the growing body of research on the role of universal grammar in second language acquisition . bilingual first language acquisition french and german grammatical development j \ rgen m . meisel ( ed . ) ( university of hamburg ) the contributions in this volume are based on an analysis of data from bilingual children acquiring french and german simultaneously . the papers focus on the development of specific grammatical phenomena ; explanations are given within the framework of the principles and parameter approach . the study is primarily concerned with the acquisition of so-called ' functional categories ' and the consequences of their acquisition for the development of grammar the basic hypothesis underlying this study is that early child grammars consist only of lexical categories and that functional categories are implemented later in the child 's grammar . how this happens exactly is the central issue explored in this book . language acquisition and language disorders , 7 vi , 280 pp . hb 1-55619 - 242 - 8 $ 70 . 00
",0
"rate of loss for "" basic "" vocabulary","some months ago there was an extended discussion of the proposal made in the fifties by swadesh that there are certain lists of meanings which have the property that the words expressing them are lost at a fairly constant rate per millennium in all languages , in particular , a certain 100 - meaning list where the rate is around 86 % . while noting that bergsland and vogt have adduced examples where the rate seems to be lower , i pointed out that i had not found any examples where it was clearly higher . jacques guy referred to the eastern greenlandic data discussed by bergsland and vogt in current anthropology in 1962 , but , having just carefully read this paper , i see that they state that , while they surmise that the rate here was higher , they cannot calculate what is was ( presuumably because there are no sources for greenlandic that are old enough ) . moreover , the purely conjectural rate of 72 % which they mention is still low enough for the purposes of the original discussion we were having about this , namely , to assure that in a family with enough ramification there would be a substantial portion of the original vocabulary reflected in at least two descendants after far more than 10 , 000 years ( provided each language was independely losing 28 % of the original vocabulary per millennium ) . i do n't have the numbers handy , but jacques , who is better at this anyway , can probably whip some up . but i should also add that bergsland nd vogt 's data are also consistent with many other assumptions , notably , that the rate of retention in e . greenlandic was 86 % , but that it was substanitally lower in some other eskimo languages ( because all they have is the result that e . greenlandic is as different lexically from w . greenlandic as the two together are from yupik , which makes no sense given the family tree if the rates are the same eveywhere ) . but this could be due to slower vocabulary loss in yupik ( or even in the common ancestror of e . and w . greenlandic , or both ) just as well as to faster loss in e . greenlandic . so there is no justification that i can find for bergsland and vogt 's or guy 's assumption that the "" prolem "" lies in a faster rate of loss in e . greenlandic .
",0
english parser,"logos corporation has a pretty good english semantico-syntactic parser ( tagger as a minimum ) incorporated in a machine translation product . we are going to package this as an independent unix - based software package for the institut fuer deutsche sprache in mannheim , germany , and quite possibily a copy of this might be made available to other researchers . this should be readysometime in the next monthor two , as i understand it . the parser dictionary has c . 40 , 000 entries . if interested , please send me a description of intended use , input format considerations , etc . and i ' ll pass it by the powers that be . if your usage would include parser ( tagger ) evaluation , error rates , error feedback , etc . , so much the better . bud scott
",0
"re : 3 . 370 queries : computer resources , dialect maps","jane tang asks for references about ' losing ' grammatical intuitions . though not about linguists , a study published in the journal of psycholinguistic research ( 17 . 1 : 1-17 ) , by hiroshi nagata ( the relativity of linguistic intuition : the effect of repetition on grammaticality judgements ) , concludes that "" linguistic intuitions as revealed in grammaticality judgements are not absolute , but relative in that they are easily influenced by repetition and other variables , such as embedded context . "" randy lapolla institute of history & philology academia sinica , taiwan
",0
confs : 32nd colloquium of linguistics kassel,"32nd colloquium of linguistics all fields of linguistics september 17-19 , 1997 university of kassel germany > from now on you can get the newest information on the 32nd colloquium of linguistics in the www . our homepage will include the latest version of the programme , some important adresses and maps , and an application form for participation as an auditor : http : / / www . uni-kassel . de / fb9 / sprachw / lk / welcome . htm dr . ingo warnke fachbereich 09 germanistik universitaet kassel d-34109 kassel fon : + 49 561 804 3336 fax : + 49 561 804 2812 mail : warnke @ hrz . uni-kassel . de
",0
